customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChargesPerMonth
7008-LZVOZ,male,0,yes,Yes,66,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,credit card (automatic),0.07014925373134329,0.1908089083775675,0,25.33863636363636
8868-WOZGU,male,0,no,No,28,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8701492537313432,0.3416455111931687,1,106.41071428571429
1200-TUZHR,female,1,no,No,8,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Month-to-month,No,electronic check,0.6661691542288557,0.07811562427879068,0,86.96875
9365-CSLBQ,male,0,no,Yes,71,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.06069651741293533,0.18876067389799214,0,23.304225352112674
1334-FJSVR,male,0,no,No,1,No,No phone service,dsl,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.05970149253731341,0.0006288945303484883,1,24.25
5884-FBCTL,female,0,yes,Yes,72,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),0.0681592039800995,0.21221440110777753,0,25.803472222222222
7130-CTCUS,male,1,yes,No,16,Yes,No,dsl,Yes,Yes,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),0.3611940298507462,0.09304177244403417,0,51.56875
6242-FEGFD,male,0,yes,No,66,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,mailed check,0.7796019900497512,0.7391472420955458,0,97.33712121212122
7625-XCQRH,female,0,no,No,11,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5796019900497512,0.09452457881375492,1,76.17727272727274
6194-HBGQN,male,0,no,No,51,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,credit card (automatic),0.6258706467661692,0.47396722824832677,0,80.90588235294118
7634-WSWDB,female,0,no,Yes,8,No,No phone service,dsl,Yes,No,No,No,No,Yes,Month-to-month,Yes,electronic check,0.2014925373134328,0.03600276944380337,0,41.35
6986-IXNDM,male,0,no,No,14,Yes,No,fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.7427860696517413,0.15216362797138241,0,95.53214285714286
1731-TVIUK,female,0,no,No,4,Yes,Yes,fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,electronic check,0.7487562189054726,0.03962612508654512,1,90.55
2987-BJXIK,female,0,no,No,70,Yes,Yes,dsl,Yes,Yes,Yes,No,Yes,Yes,Two year,No,mailed check,0.6611940298507463,0.6891587814447265,0,85.58642857142857
9769-TSBZE,female,0,no,Yes,70,Yes,Yes,dsl,Yes,Yes,No,Yes,No,No,Two year,No,electronic check,0.47512437810945274,0.5622778675282714,0,69.87857142857143
0406-BPDVR,female,1,yes,No,54,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,credit card (automatic),0.8283582089552238,0.6178513731825526,1,99.50185185185185
0618-XWMSS,male,0,no,Yes,28,Yes,No,fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),0.5636815920398011,0.23652780983152555,1,73.87678571428572
1395-WSWXR,male,0,no,No,24,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.02487562189054726,0.054033002538656824,0,20.29375
6023-GSSXW,female,0,yes,No,69,Yes,No,dsl,No,Yes,No,No,No,Yes,Two year,Yes,credit card (automatic),0.4298507462686567,0.47454419570736206,0,59.87246376811594
6752-APNJL,male,0,yes,Yes,42,Yes,No,dsl,Yes,Yes,No,No,No,No,Month-to-month,No,mailed check,0.3606965174129353,0.26336833602584814,0,54.78928571428572
5276-KQWHG,female,1,no,No,2,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5109452736318407,0.013022155550426958,1,65.825
0420-HLGXF,female,1,no,No,39,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8109452736318408,0.46355873528732977,0,103.48717948717949
7446-KQISO,male,0,yes,Yes,45,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),0.9104477611940299,0.563333717978306,0,108.90333333333332
9823-EALYC,male,0,yes,Yes,72,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,bank transfer (automatic),0.6228855721393034,0.6587410570043849,0,79.54791666666667
0582-AVCLN,female,0,no,No,38,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.020398009950248763,0.08357373644126471,0,19.553947368421053
5803-NQJZO,male,0,yes,No,72,Yes,Yes,dsl,Yes,Yes,Yes,Yes,No,No,Two year,Yes,bank transfer (automatic),0.49303482587064673,0.552255942764828,0,66.73124999999999
2565-JSLRY,male,0,no,No,1,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,0.057711442786069655,0.000605815831987076,1,24.05
2607-DHDAK,male,0,yes,Yes,72,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,credit card (automatic),0.015422885572139305,0.16107200553888762,0,19.647916666666667
1073-XXCZD,male,0,yes,No,55,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),0.07412935323383085,0.16441841680129243,0,26.24818181818182
0743-HRVFF,female,0,yes,Yes,51,No,No phone service,dsl,No,No,Yes,Yes,Yes,Yes,One year,Yes,electronic check,0.3771144278606965,0.3323505654281098,0,56.84215686274509
4006-HKYHO,male,0,no,No,63,Yes,No,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),0.6810945273631841,0.6105123471036233,0,84.27777777777777
3727-JEZTU,female,0,no,No,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,0.021393034825870627,0.00018462958689129897,0,20.4
8143-ETQTI,female,0,yes,Yes,23,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,mailed check,0.013930348258706454,0.04993653357950612,0,19.632608695652173
6689-KXGBO,female,0,no,No,1,Yes,No,dsl,No,Yes,No,No,No,No,Month-to-month,No,electronic check,0.32139303482587056,0.003663743364874221,1,50.55
9667-TKTVZ,female,0,no,No,2,Yes,Yes,dsl,No,No,No,Yes,No,No,Month-to-month,Yes,mailed check,0.3592039800995025,0.011337410570043848,0,58.525
3657-COGMW,female,1,no,No,52,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,credit card (automatic),0.8940298507462686,0.6716478190630049,0,112.29423076923078
8570-KLJYJ,female,0,no,No,36,Yes,Yes,dsl,Yes,No,No,No,No,No,One year,No,mailed check,0.36019900497512436,0.2163281790906993,0,52.59722222222222
7754-IXRMC,female,0,no,No,1,Yes,No,dsl,No,No,No,No,No,No,Month-to-month,No,mailed check,0.26965174129353237,0.0030636972074774985,0,45.35
9473-CBZOP,female,0,no,No,28,Yes,Yes,dsl,Yes,No,Yes,No,No,No,One year,No,mailed check,0.4054726368159204,0.1887433648742211,0,59.0875
2969-WGHQO,female,0,yes,Yes,7,Yes,No,dsl,Yes,Yes,Yes,No,Yes,No,One year,No,electronic check,0.5094527363184079,0.0528790676205862,0,68.15
6615-NGGZJ,male,0,no,No,14,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8189054726368158,0.16117585968151396,1,101.11071428571428
4334-HOWRP,male,1,yes,No,72,No,No phone service,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,credit card (automatic),0.46467661691542295,0.5224094161089314,0,63.138888888888886
4255-DDUOU,female,0,yes,Yes,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,0.02238805970149252,0.00019616893607200554,1,20.5
5863-OOKCL,female,0,no,No,10,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,0.005970149253731349,0.016662820216939763,0,16.32
1686-STUHN,male,0,no,No,42,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,bank transfer (automatic),0.015422885572139305,0.0959035310408493,0,20.235714285714284
1329-VHWNP,female,0,no,No,7,No,No phone service,dsl,No,No,No,No,No,No,Month-to-month,No,bank transfer (automatic),0.06766169154228854,0.019749596122778674,0,27.135714285714283
2984-MIIZL,male,0,no,No,4,Yes,No,fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,bank transfer (automatic),0.5626865671641791,0.03497576736672052,1,80.475
0266-GMEAO,male,0,yes,Yes,72,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,credit card (automatic),0.9557213930348257,0.9277348257558274,0,111.92430555555556
5590-YRFJT,female,0,yes,No,20,No,No phone service,dsl,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.061691542288557194,0.05354258019847681,1,24.14
5574-NXZIU,male,0,no,No,63,Yes,No,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,credit card (automatic),0.9049751243781096,0.8113258712208632,0,111.90079365079364
0019-GFNTW,female,0,no,No,56,No,No phone service,dsl,Yes,Yes,Yes,Yes,No,No,Two year,No,bank transfer (automatic),0.2666666666666666,0.29324948072928686,0,45.716071428571425
4256-ZWTZI,female,0,no,Yes,5,Yes,No,dsl,No,No,No,Yes,No,No,Month-to-month,Yes,mailed check,0.32587064676616917,0.03092545580429264,0,57.36
8309-PPCED,female,0,yes,No,72,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),0.9174129353233832,0.9189591507039003,0,110.86805555555556
4098-NAUKP,male,1,yes,Yes,68,Yes,Yes,fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,electronic check,0.6606965174129353,0.6536810523886454,0,83.58235294117648
5196-WPYOW,male,0,yes,Yes,67,Yes,No,dsl,Yes,Yes,No,Yes,No,No,One year,No,mailed check,0.4159203980099502,0.45871797830602357,0,59.61268656716418
4608-LCIMN,male,0,yes,Yes,8,Yes,No,dsl,No,No,No,No,No,No,Month-to-month,No,bank transfer (automatic),0.2626865671641791,0.040428109854604204,0,46.14375
1485-YDHMM,male,0,yes,Yes,52,Yes,Yes,fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,bank transfer (automatic),0.7462686567164178,0.5322986383567967,0,89.07115384615385
4054-CUMIA,female,0,yes,Yes,18,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,0.019900497512437804,0.04421301638587584,0,22.330555555555556
0603-TPMIB,female,0,yes,Yes,59,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.07164179104477608,0.17484998846065083,0,26.000847457627117
2525-GVKQU,female,0,no,No,60,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.023383084577114438,0.1239556888991461,0,18.216666666666665
8161-QYMTT,male,0,no,No,7,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.7547263681592039,0.07875605815831987,0,100.18571428571428
9581-GVBXT,male,0,yes,Yes,59,No,No phone service,dsl,Yes,No,Yes,No,No,No,One year,No,mailed check,0.16467661691542285,0.22634433417955227,0,33.56440677966101
5862-BRIXZ,male,0,no,No,46,No,No phone service,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),0.42288557213930345,0.33171013154858064,0,62.9
5404-GGUKR,male,0,no,No,5,Yes,No,dsl,No,Yes,No,No,No,No,Month-to-month,Yes,electronic check,0.3293532338308458,0.02809831525501962,0,52.46
3308-JSGML,male,1,yes,No,59,No,No phone service,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,credit card (automatic),0.45572139303482584,0.44634779598430646,0,65.87881355932203
2126-GSEGL,female,0,yes,No,70,Yes,Yes,dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),0.6621890547263681,0.6806773597969075,0,84.53642857142857
3677-TNKIO,female,0,no,No,14,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,credit card (automatic),0.5248756218905473,0.10330025386568198,1,65.28571428571429
0440-QEXBZ,female,0,no,No,44,Yes,Yes,dsl,No,No,No,No,No,No,Month-to-month,Yes,mailed check,0.31741293532338305,0.24466882067851373,0,48.61590909090909
2434-EEVDB,female,0,yes,No,64,Yes,Yes,fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,credit card (automatic),0.7597014925373133,0.6842718670666974,0,92.9484375
6762-QVYJO,female,0,yes,Yes,58,No,No phone service,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,No,mailed check,0.4129353233830846,0.4160570043849527,0,62.48879310344827
6199-IWKGC,female,1,yes,No,46,Yes,Yes,fiber optic,No,No,No,Yes,Yes,Yes,One year,No,electronic check,0.8159203980099502,0.5463939533810294,0,103.3445652173913
2675-DHUTR,male,1,yes,No,58,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8024875621890547,0.664885760443111,0,99.66724137931034
8152-VETUR,female,0,yes,No,72,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,credit card (automatic),0.790547263681592,0.7905492730210016,0,95.4125
9667-EQRXU,female,1,no,No,30,No,No phone service,dsl,No,No,Yes,No,Yes,No,Month-to-month,Yes,electronic check,0.2194029850746268,0.1331813985691207,1,39.098333333333336
7446-YPODE,male,1,no,No,11,Yes,Yes,dsl,Yes,Yes,No,No,No,No,Month-to-month,No,bank transfer (automatic),0.417910447761194,0.07433071774751905,0,60.26818181818182
9522-BNTHX,female,1,no,No,34,No,No phone service,dsl,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,0.37810945273631835,0.20160973921070854,0,51.93970588235294
4676-WLUHT,male,0,no,No,54,No,No phone service,dsl,Yes,Yes,No,No,No,Yes,Two year,No,bank transfer (automatic),0.27810945273631843,0.27846180475421184,0,45.036111111111104
3329-WDIOK,female,0,no,No,3,No,No phone service,dsl,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.3218905472636816,0.015756981306254327,1,51.78333333333333
7980-MHFLQ,female,0,yes,Yes,72,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.06616915422885569,0.21237018232171706,0,25.822222222222223
2873-ZLIWT,female,0,yes,Yes,40,Yes,Yes,fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,electronic check,0.6626865671641791,0.37898107546734366,1,82.57625
3415-TAILE,female,0,yes,Yes,2,Yes,No,dsl,No,No,No,No,Yes,Yes,Month-to-month,No,mailed check,0.47213930348258704,0.013333717978306025,1,67.175
0757-WCUUZ,male,0,yes,Yes,54,Yes,Yes,dsl,No,No,Yes,No,No,Yes,Two year,No,credit card (automatic),0.4487562189054727,0.39121855527348254,0,63.13148148148148
1629-DQQVB,female,0,no,No,14,Yes,No,dsl,Yes,No,No,No,No,No,Month-to-month,No,bank transfer (automatic),0.3169154228855721,0.07970228479113779,0,50.67857142857143
1915-IOFGU,female,0,no,No,1,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,No,electronic check,0.5199004975124378,0.005965843526425109,1,70.5
3045-XETSH,female,0,no,No,10,Yes,Yes,fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,electronic check,0.7621890547263681,0.10785252711747059,1,95.345
0374-AACSZ,female,0,no,No,1,Yes,No,dsl,Yes,No,No,No,No,No,Month-to-month,No,electronic check,0.31741293532338305,0.0036175859681513963,0,50.15
7239-HZZCX,male,0,no,No,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,0.014925373134328346,0.0001096238172167089,1,19.75
4872-VXRIL,male,0,no,No,56,Yes,Yes,dsl,Yes,Yes,No,Yes,No,No,One year,Yes,bank transfer (automatic),0.46169154228855724,0.42081121624740364,0,65.45625
9140-CZQZZ,female,0,yes,No,68,Yes,No,dsl,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),0.6104477611940298,0.6343180244634203,0,81.11470588235295
3423-HHXAO,female,0,yes,Yes,14,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,mailed check,0.01243781094527363,0.029217632125548117,0,19.428571428571427
9938-TKDGL,male,0,yes,Yes,68,Yes,No,fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,electronic check,0.8089552238805969,0.7672744057235172,0,98.05882352941177
0531-ZZJWQ,male,1,yes,No,55,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.554726368159204,0.46545118855296563,0,73.68
6537-QLGEX,female,0,no,No,16,No,No phone service,dsl,Yes,No,No,No,Yes,No,Month-to-month,Yes,electronic check,0.20547263681592037,0.07449803831063928,0,41.525
2688-BHGOG,male,1,no,No,9,Yes,No,fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,electronic check,0.6099502487562188,0.0807465958919917,0,79.83888888888889
7683-CBDKJ,male,0,yes,Yes,14,Yes,No,dsl,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,electronic check,0.4696517412935324,0.10602354027232865,1,66.97142857142858
0946-CLJTI,male,1,yes,No,58,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,0.800497512437811,0.6685668128317563,1,100.21724137931035
3160-TYXLT,male,0,no,No,53,No,No phone service,dsl,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,bank transfer (automatic),0.27910447761194024,0.2917205169628433,0,48.053773584905656
1325-USMEC,male,0,yes,No,70,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,credit card (automatic),0.8069651741293532,0.7991807062081698,0,99.20714285714286
0916-QOFDP,female,1,yes,Yes,14,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.771641791044776,0.1531848603738749,0,96.16428571428571
0628-CNQRM,male,0,yes,Yes,22,Yes,No,dsl,Yes,No,Yes,Yes,Yes,No,One year,Yes,bank transfer (automatic),0.49004975124378103,0.17600392337872145,1,70.18409090909091
5606-AMZBO,female,0,yes,No,10,Yes,Yes,fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,credit card (automatic),0.5960199004975125,0.08612393261020079,0,76.515
6199-IPCAO,female,0,yes,Yes,29,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.07810945273631842,0.07774636510500808,0,23.88103448275862
7665-TOALD,female,0,no,No,1,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5109452736318407,0.005861989383798754,1,69.6
0112-QWPNC,male,0,yes,No,49,Yes,Yes,dsl,Yes,No,Yes,Yes,Yes,Yes,One year,No,electronic check,0.6577114427860695,0.46625317332102467,1,82.84387755102041
0324-BRPCJ,female,1,yes,No,68,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8154228855721393,0.7884664204938842,1,100.7595588235294
2777-PHDEI,female,0,no,No,1,Yes,No,fiber optic,No,No,No,No,Yes,No,Month-to-month,No,electronic check,0.5950248756218905,0.006837064389568427,1,78.05
5640-CAXOA,female,0,no,No,30,No,No phone service,dsl,No,No,No,Yes,No,Yes,One year,Yes,credit card (automatic),0.2199004975124378,0.13480844680360027,0,39.568333333333335
2235-EZAIK,female,0,yes,No,72,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,No,Two year,No,credit card (automatic),0.6064676616915423,0.6211747057465958,0,75.02638888888889
3847-BAERP,female,0,no,No,10,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,0.026368159203980085,0.026332794830371566,0,24.7
1196-AMORA,male,0,no,No,7,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,No,electronic check,0.5507462686567164,0.05783521809369952,1,74.28571428571429
4282-YMKNA,female,0,no,No,9,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5621890547263682,0.0793676436648973,1,78.51111111111112
1453-RZFON,female,0,no,Yes,1,Yes,No,dsl,Yes,No,No,No,No,No,Month-to-month,No,mailed check,0.31492537313432833,0.0035887375951996307,0,49.9
8263-OKETD,female,0,no,No,20,Yes,Yes,dsl,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,credit card (automatic),0.5039800995024876,0.15596007385183475,0,68.5175
0670-KDOMA,female,0,no,No,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,0.019900497512437804,0.00016732056312024,0,20.25
2476-YGEFM,female,0,no,No,29,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,credit card (automatic),0.5746268656716418,0.2534560350796215,0,76.38793103448276
8687-BAFGU,male,0,no,No,1,Yes,No,fiber optic,No,No,No,Yes,No,No,Month-to-month,No,electronic check,0.554726368159204,0.006369720747749827,0,74.0
0641-EVBOJ,male,0,no,No,3,Yes,No,fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,mailed check,0.6373134328358209,0.022570966997461344,0,71.46666666666667
0829-XXPLX,female,0,no,No,20,Yes,No,fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,bank transfer (automatic),0.7079601990049752,0.21374913454881148,0,93.5575
9974-JFBHQ,male,0,no,Yes,64,Yes,No,fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,credit card (automatic),0.8049751243781095,0.7099469189937687,0,96.425
5356-RHIPP,male,0,no,No,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,0.019402985074626844,0.0001615508885298867,1,20.2
6624-JDRDS,female,0,no,No,6,No,No phone service,dsl,Yes,No,No,No,No,No,Month-to-month,No,bank transfer (automatic),0.11144278606965174,0.016460881606277403,0,26.90833333333333
0608-JDVEC,male,0,yes,No,50,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,electronic check,0.015422885572139305,0.11474728825294254,0,20.264
9780-FKVVF,male,0,no,No,6,Yes,No,dsl,Yes,No,No,No,No,Yes,Month-to-month,Yes,bank transfer (automatic),0.4069651741293532,0.036683591045465036,0,56.11666666666667
1919-RTPQD,male,0,yes,Yes,7,Yes,No,dsl,No,No,No,No,No,No,Month-to-month,No,electronic check,0.26368159203980096,0.036331640895453494,0,47.66428571428571
5214-NLTIT,male,0,yes,Yes,72,Yes,Yes,fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,credit card (automatic),0.7218905472636815,0.7492499423032541,0,90.44166666666666
3345-PBBFH,male,0,yes,No,8,Yes,No,dsl,No,Yes,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),0.3114427860696517,0.04323217170551581,0,49.18125
5055-BRMNE,female,0,yes,Yes,67,Yes,Yes,fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,credit card (automatic),0.8800995024875623,0.8066812831756289,0,104.61940298507463
9189-JWSHV,female,1,yes,No,24,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.7492537313432835,0.25908723747980617,1,94.33541666666667
2190-PHBHR,female,0,yes,No,72,Yes,Yes,fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,credit card (automatic),0.7582089552238807,0.7965497345949688,0,96.13472222222222
2650-GYRYL,male,0,yes,Yes,33,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,bank transfer (automatic),0.011940298507462671,0.06709554581121625,0,18.189393939393938
0746-JTRFU,male,0,no,No,2,No,No phone service,dsl,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.06766169154228854,0.004333025617355182,1,28.175
5208-FVQKB,male,0,yes,No,70,Yes,No,dsl,Yes,Yes,No,Yes,No,Yes,Two year,No,mailed check,0.49452736318407964,0.5360431571659358,0,66.63071428571428
7184-LRUUR,female,0,no,No,22,Yes,No,dsl,No,Yes,Yes,No,Yes,No,One year,No,bank transfer (automatic),0.46766169154228854,0.16420493884144935,0,65.53636363636363
6627-CFOSN,female,0,no,No,59,Yes,Yes,fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,bank transfer (automatic),0.8079601990049752,0.6467689822294023,0,95.31694915254236
3982-JGSFD,male,0,no,No,36,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,credit card (automatic),0.020895522388059695,0.0781271636279714,0,19.329166666666666
1574-DYCWE,female,0,yes,Yes,51,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.01691542288557213,0.11654165705054235,0,20.17156862745098
7247-XOZPB,male,0,yes,No,53,Yes,Yes,dsl,Yes,No,Yes,Yes,Yes,No,One year,No,bank transfer (automatic),0.5885572139303483,0.4774001846295869,0,78.41415094339622
2466-FCCPT,female,0,yes,Yes,20,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,bank transfer (automatic),0.014427860696517386,0.043480267712901,0,19.78
6211-WWLTF,male,0,yes,No,63,Yes,No,fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,credit card (automatic),0.8104477611940298,0.728317562889453,0,100.48253968253968
4826-TZEVA,female,0,no,No,40,Yes,No,fiber optic,No,Yes,No,No,No,No,Month-to-month,No,credit card (automatic),0.5626865671641791,0.34074544195707357,0,74.29249999999999
6016-NXBNJ,male,0,no,No,35,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,mailed check,0.008955223880596996,0.07145165012693284,0,18.228571428571428
9138-EFSMO,male,0,yes,Yes,26,Yes,No,fiber optic,No,No,No,No,No,Yes,One year,No,bank transfer (automatic),0.6039800995024875,0.2325698130625433,0,78.24038461538461
0576-WNXXC,male,1,yes,No,27,Yes,Yes,fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,electronic check,0.7691542288557214,0.28749134548811445,1,92.97037037037036
4632-XJMEX,male,0,no,Yes,53,Yes,No,dsl,Yes,Yes,No,Yes,No,No,One year,No,credit card (automatic),0.44378109452736314,0.392418647588276,0,64.51886792452831
8910-LEDAG,male,1,yes,No,34,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,No,credit card (automatic),0.5303482587064676,0.27793099469189936,0,71.39264705882353
3452-GWUIN,female,1,yes,No,19,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.7631840796019901,0.2009519963074083,0,92.64473684210526
2716-GFZOR,male,0,yes,No,43,Yes,No,fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,credit card (automatic),0.6751243781094527,0.4076678975305793,0,82.59651162790698
3724-UCSHY,male,0,yes,Yes,6,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,0.012935323383084563,0.012012462497115163,0,20.483333333333334
